trip_id,arrival_time,departure_time,stop_id,stop_sequence
30.68320,06:25:17,06:25:47,301275089,3
30.68320,06:53:36,06:54:06,206243625,4
11.68320,05:00:00,05:00:30,430900564,0
11.68320,05:09:54,05:10:24,261086945,1
11.68320,05:22:22,05:22:52,300117551,2
11.68320,05:45:17,05:45:47,301275089,3
11.68320,06:13:36,06:14:06,206243625,4
21.68320,05:20:00,05:20:30,430900564,0
21.68320,05:29:54,05:30:24,261086945,1
21.68320,05:42:22,05:42:52,300117551,2
21.68320,06:05:17,06:05:47,301275089,3
21.68320,06:33:36,06:34:06,206243625,4
31.68320,05:40:00,05:40:30,430900564,0
31.68320,05:49:54,05:50:24,261086945,1
31.68320,06:02:22,06:02:52,300117551,2
31.68320,06:25:17,06:25:47,301275089,3
31.68320,06:53:36,06:54:06,206243625,4
10.68648,05:00:00,05:00:30,2165524533,0
10.68648,05:00:40,05:01:10,2165524534,1
10.68648,05:02:09,05:02:39,432591720,2
10.68648,05:06:28,05:06:58,31413757,3
10.68648,05:10:59,05:11:29,432591710,4
10.68648,05:12:24,05:12:54,2165524526,5
10.68648,05:14:09,05:14:39,2165524541,6
10.68648,05:18:47,05:19:17,333797834,7
10.68648,05:19:21,05:19:51,333803519,8
10.68648,05:23:57,05:24:27,2165524542,9
10.68648,05:25:54,05:26:24,2165524525,10
10.68648,05:37:26,05:37:56,2034377646,11
10.68648,05:51:11,05:51:41,2165524568,12
10.68648,05:51:49,05:52:19,2165524569,13
20.68648,05:20:00,05:20:30,2165524533,0
20.68648,05:20:40,05:21:10,2165524534,1
20.68648,05:22:09,05:22:39,432591720,2
20.68648,05:26:28,05:26:58,31413757,3
20.68648,05:30:59,05:31:29,432591710,4
20.68648,05:32:24,05:32:54,2165524526,5
20.68648,05:34:09,05:34:39,2165524541,6
20.68648,05:38:47,05:39:17,333797834,7
20.68648,05:39:21,05:39:51,333803519,8
20.68648,05:43:57,05:44:27,2165524542,9
20.68648,05:45:54,05:46:24,2165524525,10
20.68648,05:57:26,05:57:56,2034377646,11
20.68648,06:11:11,06:11:41,2165524568,12
20.68648,06:11:49,06:12:19,2165524569,13
30.68648,05:40:00,05:40:30,2165524533,0
30.68648,05:40:40,05:41:10,2165524534,1
30.68648,05:42:09,05:42:39,432591720,2
30.68648,05:46:28,05:46:58,31413757,3
30.68648,05:50:59,05:51:29,432591710,4
30.68648,05:52:24,05:52:54,2165524526,5
30.68648,05:54:09,05:54:39,2165524541,6
30.68648,05:58:47,05:59:17,333797834,7
30.68648,05:59:21,05:59:51,333803519,8
30.68648,06:03:57,06:04:27,2165524542,9
30.68648,06:05:54,06:06:24,2165524525,10
30.68648,06:17:26,06:17:56,2034377646,11
30.68648,06:31:11,06:31:41,2165524568,12
30.68648,06:31:49,06:32:19,2165524569,13
11.68648,05:00:00,05:00:30,2165524533,0
11.68648,05:00:40,05:01:10,2165524534,1
11.68648,05:02:09,05:02:39,432591720,2
11.68648,05:06:28,05:06:58,31413757,3
11.68648,05:10:59,05:11:29,432591710,4
11.68648,05:12:24,05:12:54,2165524526,5
11.68648,05:14:09,05:14:39,2165524541,6
11.68648,05:18:47,05:19:17,333797834,7
11.68648,05:19:21,05:19:51,333803519,8
11.68648,05:23:57,05:24:27,2165524542,9
11.68648,05:25:54,05:26:24,2165524525,10
11.68648,05:37:26,05:37:56,2034377646,11
11.68648,05:51:11,05:51:41,2165524568,12
11.68648,05:51:49,05:52:19,2165524569,13
21.68648,05:20:00,05:20:30,2165524533,0
21.68648,05:20:40,05:21:10,2165524534,1
21.68648,05:22:09,05:22:39,432591720,2
21.68648,05:26:28,05:26:58,31413757,3
21.68648,05:30:59,05:31:29,432591710,4
21.68648,05:32:24,05:32:54,2165524526,5
21.68648,05:34:09,05:34:39,2165524541,6
21.68648,05:38:47,05:39:17,333797834,7
21.68648,05:39:21,05:39:51,333803519,8
21.68648,05:43:57,05:44:27,2165524542,9
21.68648,05:45:54,05:46:24,2165524525,10
21.68648,05:57:26,05:57:56,2034377646,11
21.68648,06:11:11,06:11:41,2165524568,12
21.68648,06:11:49,06:12:19,2165524569,13
31.68648,05:40:00,05:40:30,2165524533,0
31.68648,05:40:40,05:41:10,2165524534,1
31.68648,05:42:09,05:42:39,432591720,2
31.68648,05:46:28,05:46:58,31413757,3
31.68648,05:50:59,05:51:29,432591710,4
31.68648,05:52:24,05:52:54,2165524526,5
31.68648,05:54:09,05:54:39,2165524541,6
31.68648,05:58:47,05:59:17,333797834,7
31.68648,05:59:21,05:59:51,333803519,8
31.68648,06:03:57,06:04:27,2165524542,9
31.68648,06:05:54,06:06:24,2165524525,10
31.68648,06:17:26,06:17:56,2034377646,11
31.68648,06:31:11,06:31:41,2165524568,12
31.68648,06:31:49,06:32:19,2165524569,13
10.69270,05:00:00,05:00:30,2165524546,0
10.69270,05:02:26,05:02:56,2165524567,1
10.69270,05:03:04,05:03:34,2165524566,2
10.69270,05:05:02,05:05:32,2165524524,3
10.69270,05:05:50,05:06:20,2165524523,4
20.69270,05:20:00,05:20:30,2165524546,0
20.69270,05:22:26,05:22:56,2165524567,1
20.69270,05:23:04,05:23:34,2165524566,2
20.69270,05:25:02,05:25:32,2165524524,3
20.69270,05:25:50,05:26:20,2165524523,4
30.69270,05:40:00,05:40:30,2165524546,0
30.69270,05:42:26,05:42:56,2165524567,1
30.69270,05:43:04,05:43:34,2165524566,2
30.69270,05:45:02,05:45:32,2165524524,3
30.69270,05:45:50,05:46:20,2165524523,4
11.69270,05:00:00,05:00:30,2165524546,0
11.69270,05:02:26,05:02:56,2165524567,1
11.69270,05:03:04,05:03:34,2165524566,2
11.69270,05:05:02,05:05:32,2165524524,3
11.69270,05:05:50,05:06:20,2165524523,4
21.69270,05:20:00,05:20:30,2165524546,0
21.69270,05:22:26,05:22:56,2165524567,1
21.69270,05:23:04,05:23:34,2165524566,2
21.69270,05:25:02,05:25:32,2165524524,3
21.69270,05:25:50,05:26:20,2165524523,4
31.69270,05:40:00,05:40:30,2165524546,0
31.69270,05:42:26,05:42:56,2165524567,1
31.69270,05:43:04,05:43:34,2165524566,2
31.69270,05:45:02,05:45:32,2165524524,3
31.69270,05:45:50,05:46:20,2165524523,4
10.69322,05:00:00,05:00:30,3872529672,0
10.69322,05:52:07,05:52:37,1301343833,1
10.69322,06:41:30,06:42:00,925101767,2
20.69322,05:20:00,05:20:30,3872529672,0
20.69322,06:12:07,06:12:37,1301343833,1
20.69322,07:01:30,07:02:00,925101767,2
30.69322,05:40:00,05:40:30,3872529672,0
30.69322,06:32:07,06:32:37,1301343833,1
30.69322,07:21:30,07:22:00,925101767,2
11.69322,05:00:00,05:00:30,3872529672,0
11.69322,05:52:07,05:52:37,1301343833,1
11.69322,06:41:30,06:42:00,925101767,2
21.69322,05:20:00,05:20:30,3872529672,0
21.69322,06:12:07,06:12:37,1301343833,1
21.69322,07:01:30,07:02:00,925101767,2
31.69322,05:40:00,05:40:30,3872529672,0
31.69322,06:32:07,06:32:37,1301343833,1
31.69322,07:21:30,07:22:00,925101767,2
10.69347,05:00:00,05:00:30,334625355,0
10.69347,06:02:32,06:03:02,666827375,1
10.69347,06:04:07,06:04:37,1842971196,2
10.69347,06:09:13,06:09:43,2465994397,3
10.69347,06:11:00,06:11:30,2465994396,4
10.69347,06:12:35,06:13:05,2465994398,5
20.69347,05:20:00,05:20:30,334625355,0
20.69347,06:22:32,06:23:02,666827375,1
20.69347,06:24:07,06:24:37,1842971196,2
20.69347,06:29:13,06:29:43,2465994397,3
20.69347,06:31:00,06:31:30,2465994396,4
20.69347,06:32:35,06:33:05,2465994398,5
30.69347,05:40:00,05:40:30,334625355,0
30.69347,06:42:32,06:43:02,666827375,1
30.69347,06:44:07,06:44:37,1842971196,2
30.69347,06:49:13,06:49:43,2465994397,3
30.69347,06:51:00,06:51:30,2465994396,4
30.69347,06:52:35,06:53:05,2465994398,5
11.69347,05:00:00,05:00:30,334625355,0
11.69347,06:02:32,06:03:02,666827375,1
11.69347,06:04:07,06:04:37,1842971196,2
11.69347,06:09:13,06:09:43,2465994397,3
11.69347,06:11:00,06:11:30,2465994396,4
11.69347,06:12:35,06:13:05,2465994398,5
21.69347,05:20:00,05:20:30,334625355,0
21.69347,06:22:32,06:23:02,666827375,1
21.69347,06:24:07,06:24:37,1842971196,2
21.69347,06:29:13,06:29:43,2465994397,3
21.69347,06:31:00,06:31:30,2465994396,4
21.69347,06:32:35,06:33:05,2465994398,5
31.69347,05:40:00,05:40:30,334625355,0
31.69347,06:42:32,06:43:02,666827375,1
31.69347,06:44:07,06:44:37,1842971196,2
31.69347,06:49:13,06:49:43,2465994397,3
31.69347,06:51:00,06:51:30,2465994396,4
31.69347,06:52:35,06:53:05,2465994398,5
10.69742,05:00:00,05:00:30,4792847462,0
10.69742,05:10:40,05:11:10,431197192,1
10.69742,05:11:57,05:12:27,2391076042,2
10.69742,05:22:40,05:23:10,301849987,3
10.69742,05:23:20,05:23:50,301849991,4
10.69742,05:34:17,05:34:47,2400692839,5
20.69742,05:20:00,05:20:30,4792847462,0
20.69742,05:30:40,05:31:10,431197192,1
20.69742,05:31:57,05:32:27,2391076042,2
20.69742,05:42:40,05:43:10,301849987,3
20.69742,05:43:20,05:43:50,301849991,4
20.69742,05:54:17,05:54:47,2400692839,5
30.69742,05:40:00,05:40:30,4792847462,0
30.69742,05:50:40,05:51:10,431197192,1
30.69742,05:51:57,05:52:27,2391076042,2
30.69742,06:02:40,06:03:10,301849987,3
30.69742,06:03:20,06:03:50,301849991,4
30.69742,06:14:17,06:14:47,2400692839,5
11.69742,05:00:00,05:00:30,4792847462,0
11.69742,05:10:40,05:11:10,431197192,1
11.69742,05:11:57,05:12:27,2391076042,2
11.69742,05:22:40,05:23:10,301849987,3
11.69742,05:23:20,05:23:50,301849991,4
11.69742,05:34:17,05:34:47,2400692839,5
21.69742,05:20:00,05:20:30,4792847462,0
21.69742,05:30:40,05:31:10,431197192,1
21.69742,05:31:57,05:32:27,2391076042,2
21.69742,05:42:40,05:43:10,301849987,3
21.69742,05:43:20,05:43:50,301849991,4
21.69742,05:54:17,05:54:47,2400692839,5
31.69742,05:40:00,05:40:30,4792847462,0
31.69742,05:50:40,05:51:10,431197192,1
31.69742,05:51:57,05:52:27,2391076042,2
31.69742,06:02:40,06:03:10,301849987,3
31.69742,06:03:20,06:03:50,301849991,4
31.69742,06:14:17,06:14:47,2400692839,5
10.69754,05:00:00,05:00:30,3214180171,0
10.69754,05:00:31,05:01:01,3214180172,1
10.69754,05:13:38,05:14:08,2165524535,2
10.69754,05:26:31,05:27:01,4982498447,3
20.69754,05:20:00,05:20:30,3214180171,0
20.69754,05:20:31,05:21:01,3214180172,1
20.69754,05:33:38,05:34:08,2165524535,2
20.69754,05:46:31,05:47:01,4982498447,3
30.69754,05:40:00,05:40:30,3214180171,0
30.69754,05:40:31,05:41:01,3214180172,1
30.69754,05:53:38,05:54:08,2165524535,2
30.69754,06:06:31,06:07:01,4982498447,3
11.69754,05:00:00,05:00:30,3214180171,0
11.69754,05:00:31,05:01:01,3214180172,1
11.69754,05:13:38,05:14:08,2165524535,2
11.69754,05:26:31,05:27:01,4982498447,3
21.69754,05:20:00,05:20:30,3214180171,0
21.69754,05:20:31,05:21:01,3214180172,1
21.69754,05:33:38,05:34:08,2165524535,2
21.69754,05:46:31,05:47:01,4982498447,3
31.69754,05:40:00,05:40:30,3214180171,0
31.69754,05:40:31,05:41:01,3214180172,1
31.69754,05:53:38,05:54:08,2165524535,2
31.69754,06:06:31,06:07:01,4982498447,3
10.69914,05:00:00,05:00:30,3997772403,0
10.69914,05:18:13,05:18:43,335777170,1
10.69914,05:35:07,05:35:37,2418582834,2
10.69914,05:36:04,05:36:34,2479668453,3
10.69914,05:36:38,05:37:08,2453717357,4
10.69914,05:37:59,05:38:29,588157851,5
10.69914,05:38:31,05:39:01,2479668457,6
20.69914,05:20:00,05:20:30,3997772403,0
20.69914,05:38:13,05:38:43,335777170,1
20.69914,05:55:07,05:55:37,2418582834,2
20.69914,05:56:04,05:56:34,2479668453,3
20.69914,05:56:38,05:57:08,2453717357,4
20.69914,05:57:59,05:58:29,588157851,5
20.69914,05:58:31,05:59:01,2479668457,6
30.69914,05:40:00,05:40:30,3997772403,0
30.69914,05:58:13,05:58:43,335777170,1
30.69914,06:15:07,06:15:37,2418582834,2
30.69914,06:16:04,06:16:34,2479668453,3
30.69914,06:16:38,06:17:08,2453717357,4
30.69914,06:17:59,06:18:29,588157851,5
30.69914,06:18:31,06:19:01,2479668457,6
11.69914,05:00:00,05:00:30,3997772403,0
11.69914,05:18:13,05:18:43,335777170,1
11.69914,05:35:07,05:35:37,2418582834,2
11.69914,05:36:04,05:36:34,2479668453,3
11.69914,05:36:38,05:37:08,2453717357,4
11.69914,05:37:59,05:38:29,588157851,5
11.69914,05:38:31,05:39:01,2479668457,6
21.69914,05:20:00,05:20:30,3997772403,0
21.69914,05:38:13,05:38:43,335777170,1
21.69914,05:55:07,05:55:37,2418582834,2
21.69914,05:56:04,05:56:34,2479668453,3
21.69914,05:56:38,05:57:08,2453717357,4
21.69914,05:57:59,05:58:29,588157851,5
21.69914,05:58:31,05:59:01,2479668457,6
31.69914,05:40:00,05:40:30,3997772403,0
31.69914,05:58:13,05:58:43,335777170,1
31.69914,06:15:07,06:15:37,2418582834,2
31.69914,06:16:04,06:16:34,2479668453,3
31.69914,06:16:38,06:17:08,2453717357,4
31.69914,06:17:59,06:18:29,588157851,5
31.69914,06:18:31,06:19:01,2479668457,6
10.69916,05:00:00,05:00:30,4454004003,0
10.69916,05:04:31,05:05:01,301849989,1
20.69916,05:20:00,05:20:30,4454004003,0
20.69916,05:24:31,05:25:01,301849989,1
30.69916,05:40:00,05:40:30,4454004003,0
30.69916,05:44:31,05:45:01,301849989,1
11.69916,05:00:00,05:00:30,4454004003,0
11.69916,05:04:31,05:05:01,301849989,1
21.69916,05:20:00,05:20:30,4454004003,0
21.69916,05:24:31,05:25:01,301849989,1
31.69916,05:40:00,05:40:30,4454004003,0
31.69916,05:44:31,05:45:01,301849989,1
10.71150,05:00:00,05:00:30,3997772400,0
10.71150,05:02:36,05:03:06,2272324682,1
10.71150,05:03:07,05:03:37,2418581832,2
20.71150,05:20:00,05:20:30,3997772400,0
20.71150,05:22:36,05:23:06,2272324682,1
20.71150,05:23:07,05:23:37,2418581832,2
30.71150,05:40:00,05:40:30,3997772400,0
30.71150,05:42:36,05:43:06,2272324682,1
30.71150,05:43:07,05:43:37,2418581832,2
11.71150,05:00:00,05:00:30,3997772400,0
11.71150,05:02:36,05:03:06,2272324682,1
11.71150,05:03:07,05:03:37,2418581832,2
21.71150,05:20:00,05:20:30,3997772400,0
21.71150,05:22:36,05:23:06,2272324682,1
21.71150,05:23:07,05:23:37,2418581832,2
31.71150,05:40:00,05:40:30,3997772400,0
31.71150,05:42:36,05:43:06,2272324682,1
31.71150,05:43:07,05:43:37,2418581832,2
10.74932,05:00:00,05:00:30,3189246037,0
10.74932,05:00:42,05:01:12,3189246039,1
20.74932,05:20:00,05:20:30,3189246037,0
20.74932,05:20:42,05:21:12,3189246039,1
30.74932,05:40:00,05:40:30,3189246037,0
30.74932,05:40:42,05:41:12,3189246039,1
11.74932,05:00:00,05:00:30,3189246037,0
11.74932,05:00:42,05:01:12,3189246039,1
21.74932,05:20:00,05:20:30,3189246037,0
21.74932,05:20:42,05:21:12,3189246039,1
31.74932,05:40:00,05:40:30,3189246037,0
31.74932,05:40:42,05:41:12,3189246039,1
10.1080375,05:00:00,05:00:30,21873443,0
10.1080375,05:04:50,05:05:20,31683485,1
20.1080375,05:20:00,05:20:30,21873443,0
20.1080375,05:24:50,05:25:20,31683485,1
30.1080375,05:40:00,05:40:30,21873443,0
30.1080375,05:44:50,05:45:20,31683485,1
11.1080375,05:00:00,05:00:30,21873443,0
11.1080375,05:04:50,05:05:20,31683485,1
21.1080375,05:20:00,05:20:30,21873443,0
21.1080375,05:24:50,05:25:20,31683485,1
31.1080375,05:40:00,05:40:30,21873443,0
31.1080375,05:44:50,05:45:20,31683485,1
10.1080376,05:00:00,05:00:30,5275748635,0
10.1080376,05:02:24,05:02:54,863273782,1
10.1080376,05:05:28,05:05:58,863273651,2
10.1080376,05:12:20,05:12:50,679144279,3
10.1080376,05:13:45,05:14:15,679144501,4
10.1080376,05:15:22,05:15:52,251287559,5
10.1080376,05:18:59,05:19:29,611622282,6
20.1080376,05:20:00,05:20:30,5275748635,0
20.1080376,05:22:24,05:22:54,863273782,1
20.1080376,05:25:28,05:25:58,863273651,2
20.1080376,05:32:20,05:32:50,679144279,3
20.1080376,05:33:45,05:34:15,679144501,4
20.1080376,05:35:22,05:35:52,251287559,5
20.1080376,05:38:59,05:39:29,611622282,6
30.1080376,05:40:00,05:40:30,5275748635,0
30.1080376,05:42:24,05:42:54,863273782,1
30.1080376,05:45:28,05:45:58,863273651,2
30.1080376,05:52:20,05:52:50,679144279,3
30.1080376,05:53:45,05:54:15,679144501,4
30.1080376,05:55:22,05:55:52,251287559,5
30.1080376,05:58:59,05:59:29,611622282,6
11.1080376,05:00:00,05:00:30,5275748635,0
11.1080376,05:02:24,05:02:54,863273782,1
11.1080376,05:05:28,05:05:58,863273651,2
11.1080376,05:12:20,05:12:50,679144279,3
11.1080376,05:13:45,05:14:15,679144501,4
11.1080376,05:15:22,05:15:52,251287559,5
11.1080376,05:18:59,05:19:29,611622282,6
21.1080376,05:20:00,05:20:30,5275748635,0
21.1080376,05:22:24,05:22:54,863273782,1
21.1080376,05:25:28,05:25:58,863273651,2
21.1080376,05:32:20,05:32:50,679144279,3
21.1080376,05:33:45,05:34:15,679144501,4
21.1080376,05:35:22,05:35:52,251287559,5
21.1080376,05:38:59,05:39:29,611622282,6
31.1080376,05:40:00,05:40:30,5275748635,0
31.1080376,05:42:24,05:42:54,863273782,1
31.1080376,05:45:28,05:45:58,863273651,2
31.1080376,05:52:20,05:52:50,679144279,3
31.1080376,05:53:45,05:54:15,679144501,4
31.1080376,05:55:22,05:55:52,251287559,5
31.1080376,05:58:59,05:59:29,611622282,6
10.1108847,05:00:00,05:00:30,653314193,0
10.1108847,05:02:42,05:03:12,679144472,1
10.1108847,05:04:06,05:04:36,338742413,2
10.1108847,05:06:27,05:06:57,668862846,3
10.1108847,05:09:38,05:10:08,668862261,4
10.1108847,05:11:48,05:12:18,664008228,5
10.1108847,05:13:57,05:14:27,664008246,6
10.1108847,05:15:24,05:15:54,521426071,7
10.1108847,05:16:37,05:17:07,521425587,8
10.1108847,05:18:44,05:19:14,264870439,9
10.1108847,05:20:57,05:21:27,334363623,10
10.1108847,05:23:22,05:23:52,611630438,11
10.1108847,05:25:47,05:26:17,611630462,12
20.1108847,05:20:00,05:20:30,653314193,0
20.1108847,05:22:42,05:23:12,679144472,1
20.1108847,05:24:06,05:24:36,338742413,2
20.1108847,05:26:27,05:26:57,668862846,3
20.1108847,05:29:38,05:30:08,668862261,4
20.1108847,05:31:48,05:32:18,664008228,5
20.1108847,05:33:57,05:34:27,664008246,6
20.1108847,05:35:24,05:35:54,521426071,7
20.1108847,05:36:37,05:37:07,521425587,8
20.1108847,05:38:44,05:39:14,264870439,9
20.1108847,05:40:57,05:41:27,334363623,10
20.1108847,05:43:22,05:43:52,611630438,11
20.1108847,05:45:47,05:46:17,611630462,12
30.1108847,05:40:00,05:40:30,653314193,0
30.1108847,05:42:42,05:43:12,679144472,1
30.1108847,05:44:06,05:44:36,338742413,2
30.1108847,05:46:27,05:46:57,668862846,3
30.1108847,05:49:38,05:50:08,668862261,4
30.1108847,05:51:48,05:52:18,664008228,5
30.1108847,05:53:57,05:54:27,664008246,6
30.1108847,05:55:24,05:55:54,521426071,7
30.1108847,05:56:37,05:57:07,521425587,8
30.1108847,05:58:44,05:59:14,264870439,9
30.1108847,06:00:57,06:01:27,334363623,10
30.1108847,06:03:22,06:03:52,611630438,11
30.1108847,06:05:47,06:06:17,611630462,12
11.1108847,05:00:00,05:00:30,653314193,0
11.1108847,05:02:42,05:03:12,679144472,1
11.1108847,05:04:06,05:04:36,338742413,2
11.1108847,05:06:27,05:06:57,668862846,3
11.1108847,05:09:38,05:10:08,668862261,4
11.1108847,05:11:48,05:12:18,664008228,5
11.1108847,05:13:57,05:14:27,664008246,6
11.1108847,05:15:24,05:15:54,521426071,7
11.1108847,05:16:37,05:17:07,521425587,8
11.1108847,05:18:44,05:19:14,264870439,9
11.1108847,05:20:57,05:21:27,334363623,10
11.1108847,05:23:22,05:23:52,611630438,11
11.1108847,05:25:47,05:26:17,611630462,12
21.1108847,05:20:00,05:20:30,653314193,0
21.1108847,05:22:42,05:23:12,679144472,1
21.1108847,05:24:06,05:24:36,338742413,2
21.1108847,05:26:27,05:26:57,668862846,3
21.1108847,05:29:38,05:30:08,668862261,4
21.1108847,05:31:48,05:32:18,664008228,5
21.1108847,05:33:57,05:34:27,664008246,6
21.1108847,05:35:24,05:35:54,521426071,7
21.1108847,05:36:37,05:37:07,521425587,8
21.1108847,05:38:44,05:39:14,264870439,9
21.1108847,05:40:57,05:41:27,334363623,10
21.1108847,05:43:22,05:43:52,611630438,11
21.1108847,05:45:47,05:46:17,611630462,12
31.1108847,05:40:00,05:40:30,653314193,0
31.1108847,05:42:42,05:43:12,679144472,1
31.1108847,05:44:06,05:44:36,338742413,2
31.1108847,05:46:27,05:46:57,668862846,3
31.1108847,05:49:38,05:50:08,668862261,4
31.1108847,05:51:48,05:52:18,664008228,5
31.1108847,05:53:57,05:54:27,664008246,6
31.1108847,05:55:24,05:55:54,521426071,7
31.1108847,05:56:37,05:57:07,521425587,8
31.1108847,05:58:44,05:59:14,264870439,9
31.1108847,06:00:57,06:01:27,334363623,10
31.1108847,06:03:22,06:03:52,611630438,11
31.1108847,06:05:47,06:06:17,611630462,12
10.1108848,05:00:00,05:00:30,269149677,0
10.1108848,05:07:22,05:07:52,621214913,1
10.1108848,05:10:27,05:10:57,264870408,2
10.1108848,05:12:44,05:13:14,268648948,3
10.1108848,05:13:56,05:14:26,339914827,4
10.1108848,05:16:20,05:16:50,1583888398,5
10.1108848,05:19:49,05:20:19,26388996,6
10.1108848,05:21:11,05:21:41,653314196,7
10.1108848,05:23:35,05:24:05,660196439,8
10.1108848,05:25:05,05:25:35,585142810,9
10.1108848,05:27:22,05:27:52,31405092,10
10.1108848,05:28:25,05:28:55,700312749,11
10.1108848,05:29:46,05:30:16,700312737,12
10.1108848,05:31:20,05:31:50,251576478,13
20.1108848,05:20:00,05:20:30,269149677,0
20.1108848,05:27:22,05:27:52,621214913,1
20.1108848,05:30:27,05:30:57,264870408,2
20.1108848,05:32:44,05:33:14,268648948,3
20.1108848,05:33:56,05:34:26,339914827,4
20.1108848,05:36:20,05:36:50,1583888398,5
20.1108848,05:39:49,05:40:19,26388996,6
20.1108848,05:41:11,05:41:41,653314196,7
20.1108848,05:43:35,05:44:05,660196439,8
20.1108848,05:45:05,05:45:35,585142810,9
20.1108848,05:47:22,05:47:52,31405092,10
20.1108848,05:48:25,05:48:55,700312749,11
20.1108848,05:49:46,05:50:16,700312737,12
20.1108848,05:51:20,05:51:50,251576478,13
30.1108848,05:40:00,05:40:30,269149677,0
30.1108848,05:47:22,05:47:52,621214913,1
30.1108848,05:50:27,05:50:57,264870408,2
30.1108848,05:52:44,05:53:14,268648948,3
30.1108848,05:53:56,05:54:26,339914827,4
30.1108848,05:56:20,05:56:50,1583888398,5
30.1108848,05:59:49,06:00:19,26388996,6
30.1108848,06:01:11,06:01:41,653314196,7
30.1108848,06:03:35,06:04:05,660196439,8
30.1108848,06:05:05,06:05:35,585142810,9
30.1108848,06:07:22,06:07:52,31405092,10
30.1108848,06:08:25,06:08:55,700312749,11
30.1108848,06:09:46,06:10:16,700312737,12
30.1108848,06:11:20,06:11:50,251576478,13
11.1108848,05:00:00,05:00:30,269149677,0
11.1108848,05:07:22,05:07:52,621214913,1
11.1108848,05:10:27,05:10:57,264870408,2
11.1108848,05:12:44,05:13:14,268648948,3
11.1108848,05:13:56,05:14:26,339914827,4
11.1108848,05:16:20,05:16:50,1583888398,5
11.1108848,05:19:49,05:20:19,26388996,6
11.1108848,05:21:11,05:21:41,653314196,7
11.1108848,05:23:35,05:24:05,660196439,8
11.1108848,05:25:05,05:25:35,585142810,9
11.1108848,05:27:22,05:27:52,31405092,10
11.1108848,05:28:25,05:28:55,700312749,11
11.1108848,05:29:46,05:30:16,700312737,12
11.1108848,05:31:20,05:31:50,251576478,13
21.1108848,05:20:00,05:20:30,269149677,0
21.1108848,05:27:22,05:27:52,621214913,1
21.1108848,05:30:27,05:30:57,264870408,2
21.1108848,05:32:44,05:33:14,268648948,3
21.1108848,05:33:56,05:34:26,339914827,4
21.1108848,05:36:20,05:36:50,1583888398,5
21.1108848,05:39:49,05:40:19,26388996,6
21.1108848,05:41:11,05:41:41,653314196,7
21.1108848,05:43:35,05:44:05,660196439,8
21.1108848,05:45:05,05:45:35,585142810,9
21.1108848,05:47:22,05:47:52,31405092,10
21.1108848,05:48:25,05:48:55,700312749,11
21.1108848,05:49:46,05:50:16,700312737,12
21.1108848,05:51:20,05:51:50,251576478,13
31.1108848,05:40:00,05:40:30,269149677,0
31.1108848,05:47:22,05:47:52,621214913,1
31.1108848,05:50:27,05:50:57,264870408,2
31.1108848,05:52:44,05:53:14,268648948,3
31.1108848,05:53:56,05:54:26,339914827,4
31.1108848,05:56:20,05:56:50,1583888398,5
31.1108848,05:59:49,06:00:19,26388996,6
31.1108848,06:01:11,06:01:41,653314196,7
31.1108848,06:03:35,06:04:05,660196439,8
31.1108848,06:05:05,06:05:35,585142810,9
31.1108848,06:07:22,06:07:52,31405092,10
31.1108848,06:08:25,06:08:55,700312749,11
