route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
140135,67234159,504,Hauptbahnhof-to-Fischereihafen,,3,https://www.openstreetmap.org/relation/140135,,
140137,67234159,505,Debstedt-to-Wulsdorf Bohmsiel,,3,https://www.openstreetmap.org/relation/140137,,
140283,67234159,506,Langen-to-Wulsdorf Bahnhofstraße,,3,https://www.openstreetmap.org/relation/140283,,
140335,67234159,507,Spaden-to-Schiffdorf-Brameln,,3,https://www.openstreetmap.org/relation/140335,,
140336,67234159,508,Leherheide-to-Klinikum Bremerhaven,,3,https://www.openstreetmap.org/relation/140336,,
140352,67234159,509,Imsum-to-Surheide,,3,https://www.openstreetmap.org/relation/140352,,
146361,96359000,660,Bremen Hauptbahnhof-to-Hagen,,3,https://www.openstreetmap.org/relation/146361,,
153891,67107911,1,Roland-Center-to-Bf Mahndorf,,0,https://www.openstreetmap.org/relation/153891,,
153892,67107911,1,Bf Mahndorf-to-Roland-Center,,0,https://www.openstreetmap.org/relation/153892,,
198459,67234159,511,Leherheide-to-Wulsdorf Bohmsiel,,3,https://www.openstreetmap.org/relation/198459,,
270834,-1,,OSM Route No. 270834,,3,https://www.openstreetmap.org/relation/270834,,
270839,96359000,680,Wallhöfen-to-Gröpelingen,,3,https://www.openstreetmap.org/relation/270839,,
270924,67234159,512,Überseering-to-Rotersand,,3,https://www.openstreetmap.org/relation/270924,,
374290,88422221,390,Norddeich(Mole)-to-Bremen,,2,https://www.openstreetmap.org/relation/374290,,
415535,67107911,24,Rablinghausen-to-Neue Vahr-Nord,,3,https://www.openstreetmap.org/relation/415535,,
532076,67107911,2,Sebaldsbrück-to-Gröpelingen,,0,https://www.openstreetmap.org/relation/532076,,
532123,67107911,2,Gröpelingen-to-Sebaldsbrück,,0,https://www.openstreetmap.org/relation/532123,,
536338,67107911,10,Sebaldsbrück-to-Gröpelingen,,0,https://www.openstreetmap.org/relation/536338,,
536350,67107911,10,Gröpelingen-to-Sebaldsbrück,,0,https://www.openstreetmap.org/relation/536350,,
571200,67107911,22,Kattenturm-Mitte-to-Spittaler Straße,,3,https://www.openstreetmap.org/relation/571200,,
571201,67107911,22,Universität/Lehe-to-Kattenturm,,3,https://www.openstreetmap.org/relation/571201,,
963050,67107911,8,Kulenkampffallee-to-Roland-Center,,0,https://www.openstreetmap.org/relation/963050,,
963100,67107911,6,Universität-Nord-to-Flughafen-Süd,,0,https://www.openstreetmap.org/relation/963100,,
963162,67107911,N10,Gröpelingen-to-Sebaldsbrück,,0,https://www.openstreetmap.org/relation/963162,,
963163,67107911,N10,Sebaldsbrück-to-Gröpelingen,,0,https://www.openstreetmap.org/relation/963163,,
964982,67107911,4,Falkenberg-to-Arsten,,0,https://www.openstreetmap.org/relation/964982,,
965867,67107911,N1,Roland-Center-to-Bf Mahndorf,,0,https://www.openstreetmap.org/relation/965867,,
965868,67107911,1S,Tenever-Zentrum-to-Kirchbachstraße,,0,https://www.openstreetmap.org/relation/965868,,
965869,67107911,N1,Bf Mahndorf-to-Roland-Center,,0,https://www.openstreetmap.org/relation/965869,,
966311,67107911,3,Weserwehr-to-Gröpelingen,,0,https://www.openstreetmap.org/relation/966311,,
966991,67107911,4S,Falkenberg-to-Kirchbachstraße,,0,https://www.openstreetmap.org/relation/966991,,
966992,67107911,N4,Falkenberg-to-Arsten,,0,https://www.openstreetmap.org/relation/966992,,
966993,67107911,N4,Arsten-to-Falkenberg,,0,https://www.openstreetmap.org/relation/966993,,
967123,67107911,20,Hohweg-to-Messe-Zentrum,,3,https://www.openstreetmap.org/relation/967123,,
967133,67107911,20,Hauptbahnhof-to-Hohweg,,3,https://www.openstreetmap.org/relation/967133,,
967281,67107911,21,Mercedes-Benz-to-Universität,,3,https://www.openstreetmap.org/relation/967281,,
967621,67107911,24,Neue Vahr Nord-to-Rablinghausen,,3,https://www.openstreetmap.org/relation/967621,,
968205,67107911,25,Weidedamm-to-Osterholz,,3,https://www.openstreetmap.org/relation/968205,,
968206,67107911,25,Osterholz-to-Weidedamm,,3,https://www.openstreetmap.org/relation/968206,,
969014,67107911,27,Findorff / Weidedamm III-to-Huckelriede,,3,https://www.openstreetmap.org/relation/969014,,
969019,67107911,27,Huckelriede-to-Findorff,,3,https://www.openstreetmap.org/relation/969019,,
969517,67107911,37,Bf Mahndorf-to-Sebaldsbrück,,3,https://www.openstreetmap.org/relation/969517,,
971662,67107911,34,Sebaldsbrück-to-Horn,,3,https://www.openstreetmap.org/relation/971662,,
972082,67107911,33,Horn-to-Sebaldsbrück,,3,https://www.openstreetmap.org/relation/972082,,
972083,67107911,33,Sebaldsbrück-to-Horn,,3,https://www.openstreetmap.org/relation/972083,,
1244816,67234159,501,Leherheide-to-Wulsdorf,,3,https://www.openstreetmap.org/relation/1244816,,
1244866,67234159,501,Wulsdorf-to-Leherheide,,3,https://www.openstreetmap.org/relation/1244866,,
1244895,67234159,502,Grünhöfe-to-Leherheide,,3,https://www.openstreetmap.org/relation/1244895,,
1245148,67234159,503,Surheide-to-Leherheide,,3,https://www.openstreetmap.org/relation/1245148,,
1246166,67234159,505,Wulsdorf Bohmsiel-to-Debstedt,,3,https://www.openstreetmap.org/relation/1246166,,
1246266,67234159,506,Wulsdorf Bahnhofstraße-to-Langen,,3,https://www.openstreetmap.org/relation/1246266,,
1246305,67234159,507,Schiffdorf-Brameln-to-Spaden,,3,https://www.openstreetmap.org/relation/1246305,,
1247072,67234159,508,Klinikum Bremerhaven-to-Leherheide,,3,https://www.openstreetmap.org/relation/1247072,,
1247096,67234159,509,Surheide-to-Imsum,,3,https://www.openstreetmap.org/relation/1247096,,
1247121,67234159,511,Wulsdorf Bohmsiel-to-Leherheide,,3,https://www.openstreetmap.org/relation/1247121,,
1247131,67234159,510,Hauptbahnhof-to-Seedeich,,3,https://www.openstreetmap.org/relation/1247131,,
1247133,67234159,510,Seedeich-to-Hauptbahnhof,,3,https://www.openstreetmap.org/relation/1247133,,
1247145,67234159,504,Fischereihafen-to-Hauptbahnhof,,3,https://www.openstreetmap.org/relation/1247145,,
1344048,31030046,RS2,Bremerhaven-Lehe-to-Twistringen,,0,https://www.openstreetmap.org/relation/1344048,,
1544476,67107911,55,Huchting-to-Brinkum,,3,https://www.openstreetmap.org/relation/1544476,,
1837238,49624408,385,Bremen-to-Osnabrück,,2,https://www.openstreetmap.org/relation/1837238,,
1837640,88422221,390,Bremen-to-Norddeich(Mole),,2,https://www.openstreetmap.org/relation/1837640,,
2142216,-1,116,Bremen-to-Uelzen,,2,https://www.openstreetmap.org/relation/2142216,,
2163831,46890109,575,OSM Route No. 2163831,,3,https://www.openstreetmap.org/relation/2163831,,
2179661,16387488,630,Bremen Hbf-to-Zeven,,3,https://www.openstreetmap.org/relation/2179661,,
2559077,67107911,31,Borgfeld-Ost-to-Borgfeld-Ost,,3,https://www.openstreetmap.org/relation/2559077,,
2559652,96359000,680,Bremen Gröpelingen-to-Vollersode-Giehlermuhlen,,3,https://www.openstreetmap.org/relation/2559652,,
2559784,67107911,N7,Hauptbahnhof-to-Neuenkirchen / Heidstraße,,3,https://www.openstreetmap.org/relation/2559784,,
2563060,67107911,31,Nedderland-to-Borgfeld-Ost,,3,https://www.openstreetmap.org/relation/2563060,,
2564905,67107911,26,Huckelriede-to-Walle,,3,https://www.openstreetmap.org/relation/2564905,,
2564906,67107911,26,Walle-to-Huckelriede,,3,https://www.openstreetmap.org/relation/2564906,,
2564907,67107911,28,Walle-to-Universität,,3,https://www.openstreetmap.org/relation/2564907,,
2567717,49624408,385,Osnabrück-to-Bremen,,2,https://www.openstreetmap.org/relation/2567717,,
2569782,-1,116,Uelzen-to-Bremen,,2,https://www.openstreetmap.org/relation/2569782,,
2658893,67107911,63,GVZ-to-Hauptbahnhof,,3,https://www.openstreetmap.org/relation/2658893,,
2658894,67107911,63,Hauptbahnhof-to-GVZ,,3,https://www.openstreetmap.org/relation/2658894,,
2678251,67107911,61,Rablinghausen/Stromer Str.-to-Sandhausen,,3,https://www.openstreetmap.org/relation/2678251,,
2678252,67107911,61,Sandhausen-to-Rablinghausen/Stromer Str.,,3,https://www.openstreetmap.org/relation/2678252,,
2679072,67107911,62,Hasenbüren-to-Rablinghausen/Stromer Str.,,3,https://www.openstreetmap.org/relation/2679072,,
2679073,67107911,62,Rablinghausen/Stromer Str.-to-Hasenbüren,,3,https://www.openstreetmap.org/relation/2679073,,
2684115,67107911,65,Rablinghausen/Stromer Str.-to-Rablinghausen/Stromer Str.,,3,https://www.openstreetmap.org/relation/2684115,,
2684116,67107911,66,Rablinghausen/Stromer Str.-to-Rablinghausen/Stromer Str.,,3,https://www.openstreetmap.org/relation/2684116,,
2754123,67107911,40,Bf Mahndorf-to-Weserwehr,,3,https://www.openstreetmap.org/relation/2754123,,
2754124,67107911,40,Weserwehr-to-Bf Mahndorf,,3,https://www.openstreetmap.org/relation/2754124,,
2754125,67107911,41,Bf Mahndorf-to-Weserwehr,,3,https://www.openstreetmap.org/relation/2754125,,
2754126,67107911,41,Weserwehr-to-Osterholz/Weserpark,,3,https://www.openstreetmap.org/relation/2754126,,
2754127,67107911,41S,Bf Mahndorf-to-Weserwehr,,3,https://www.openstreetmap.org/relation/2754127,,
2754129,67107911,44,Sebaldsbrück-to-Bf Mahndorf,,3,https://www.openstreetmap.org/relation/2754129,,
2762538,67107911,N7,Neuenkirchen / Heidstraße-to-Hauptbahnhof,,3,https://www.openstreetmap.org/relation/2762538,,
2762539,67107911,39,Bf Mahndorf-to-Weserpark-Süd,,3,https://www.openstreetmap.org/relation/2762539,,
2762540,67107911,38,Weserpark-Süd-to-Bf Mahndorf,,3,https://www.openstreetmap.org/relation/2762540,,
2762541,67107911,N5,Domsheide-to-Bf Mahndorf,,3,https://www.openstreetmap.org/relation/2762541,,
2762542,67107911,N5,Bf Mahndorf-to-Domsheide,,3,https://www.openstreetmap.org/relation/2762542,,
2765077,67107911,80,Bf Oslebshausen-to-Gröpelingen,,3,https://www.openstreetmap.org/relation/2765077,,
2765078,67107911,80,Gröpelingen-to-Bf Oslebshausen,,3,https://www.openstreetmap.org/relation/2765078,,
2765079,67107911,81,Gröpelingen-to-Industriehäfen,,3,https://www.openstreetmap.org/relation/2765079,,
2765080,67107911,81,Industriehäfen-to-Gröpelingen,,3,https://www.openstreetmap.org/relation/2765080,,
2765081,67107911,82,Gröpelingen-to-Gröpelingen,,3,https://www.openstreetmap.org/relation/2765081,,
2854722,-1,,OSM Route No. 2854722,,2,https://www.openstreetmap.org/relation/2854722,,
2881909,67107911,29,Bottroper Straße-to-Neue Vahr Nord,,3,https://www.openstreetmap.org/relation/2881909,,
2881910,67107911,29,Neue Vahr Nord-to-Bottroper Straße,,3,https://www.openstreetmap.org/relation/2881910,,
2881911,67107911,29,Neue Vahr Nord-to-Kattenturm,,3,https://www.openstreetmap.org/relation/2881911,,
2881912,67107911,N3,Bf Mahndorf-to-Rablinghausen,,3,https://www.openstreetmap.org/relation/2881912,,
2881913,67107911,N3,Rablinghausen-to-Bf Mahndorf,,3,https://www.openstreetmap.org/relation/2881913,,
2893235,67107911,42,Weserwehr-to-Gewerbepark Hansalinie,,3,https://www.openstreetmap.org/relation/2893235,,
2893237,67107911,42,Gewerbepark Hansalinie-to-Weserwehr,,3,https://www.openstreetmap.org/relation/2893237,,
2898639,67107911,N6,OSM Route No. 2898639,,3,https://www.openstreetmap.org/relation/2898639,,
2900533,67107911,38,Bf Mahndorf-to-Weserpark-Süd,,3,https://www.openstreetmap.org/relation/2900533,,
2900534,67107911,39,Weserpark-Süd-to-Bf Mahndorf,,3,https://www.openstreetmap.org/relation/2900534,,
2900585,67107911,20,Hauptbahnhof-to-Hohweg,,3,https://www.openstreetmap.org/relation/2900585,,
2900586,67107911,20,Hohweg-to-Messe-Zentrum,,3,https://www.openstreetmap.org/relation/2900586,,
2914387,67107911,N7,Ermlandstraße-to-Hauptbahnhof,,3,https://www.openstreetmap.org/relation/2914387,,
2914388,67107911,N7,Hauptbahnhof-to-Ermlandstraße,,3,https://www.openstreetmap.org/relation/2914388,,
2914389,67107911,90,Gröpelingen-to-Neuenkirchen,,3,https://www.openstreetmap.org/relation/2914389,,
2916175,67107911,N9,Gustav-Radbruch-Straße-to-Huckelriede,,3,https://www.openstreetmap.org/relation/2916175,,
2916176,67107911,N9,Huckelriede-to-Gustav-Radbruch-Straße,,3,https://www.openstreetmap.org/relation/2916176,,
3103979,67107911,93,Gröpelingen-to-Marßel,,3,https://www.openstreetmap.org/relation/3103979,,
3103980,67107911,93,Marßel-to-Gröpelingen,,3,https://www.openstreetmap.org/relation/3103980,,
3103981,67107911,94,Gröpelingen-to-Schwanewede,,3,https://www.openstreetmap.org/relation/3103981,,
3103982,67107911,94,Schwanewede-to-Gröpelingen,,3,https://www.openstreetmap.org/relation/3103982,,
3103983,67107911,95,Bockhorn-to-Marßel,,3,https://www.openstreetmap.org/relation/3103983,,
3103984,67107911,95,Marßel-to-Bockhorn,,3,https://www.openstreetmap.org/relation/3103984,,
3108417,67107911,N94,Bf Blumenthal-to-Schwanewede,,3,https://www.openstreetmap.org/relation/3108417,,
3108418,67107911,N94,Molkereiweg-to-Bf Blumenthal,,3,https://www.openstreetmap.org/relation/3108418,,
3108460,67107911,91,Gröpelingen-to-Rönnebeck,,3,https://www.openstreetmap.org/relation/3108460,,
3108461,67107911,91,Rönnebeck-to-Gröpelingen,,3,https://www.openstreetmap.org/relation/3108461,,
3108462,67107911,96,Bf Blumenthal-to-Rönnebeck,,3,https://www.openstreetmap.org/relation/3108462,,
3108463,67107911,96,Rönnebeck-to-Bf Blumenthal,,3,https://www.openstreetmap.org/relation/3108463,,
3108464,67107911,97,Bf Blumenthal-to-Rönnebeck,,3,https://www.openstreetmap.org/relation/3108464,,
3108465,67107911,97,Rönnebeck-to-Bf Blumenthal,,3,https://www.openstreetmap.org/relation/3108465,,
3145545,2803132,MFB 044,Wittmund-to-Berlin,,3,https://www.openstreetmap.org/relation/3145545,,
3153181,67107911,92,Gröpelingen-to-Bf Farge,,3,https://www.openstreetmap.org/relation/3153181,,
3153183,67107911,92,Bf Farge-to-Gröpelingen,,3,https://www.openstreetmap.org/relation/3153183,,
3153802,67107911,51,Kattenturm-to-Huckelriede,,3,https://www.openstreetmap.org/relation/3153802,,
3153803,67107911,51,Huckelriede-to-Kattenturm,,3,https://www.openstreetmap.org/relation/3153803,,
3170153,67107911,53,Huckelriede-to-Brinkum-Nord,,3,https://www.openstreetmap.org/relation/3170153,,
3170154,67107911,53,Huckelriede-to-Brinkum-Nord,,3,https://www.openstreetmap.org/relation/3170154,,
3185196,67107911,52,Huchting-to-Kattenturm-Mitte,,3,https://www.openstreetmap.org/relation/3185196,,
3244884,2803132,MFB 022,OSM Route No. 3244884,,3,https://www.openstreetmap.org/relation/3244884,,
3336378,-1,N12,Kirchweyhe-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3336378,,
3336379,-1,N12,Bremen Hbf-to-Kirchweyhe,,3,https://www.openstreetmap.org/relation/3336379,,
3336380,63120259,N61,Pam Pam-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3336380,,
3336381,63120259,N61,Bremen Hbf-to-Pam Pam,,3,https://www.openstreetmap.org/relation/3336381,,
3336382,-1,N74,Bremen Hbf-to-Achim-Baden,,3,https://www.openstreetmap.org/relation/3336382,,
3336383,-1,N74,Achim-Baden-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3336383,,
3337700,67107911,739,Dodenhof-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3337700,,
3337701,67107911,739,Bremen Hbf-to-Dodenhof,,3,https://www.openstreetmap.org/relation/3337701,,
3341046,87211914,226,Wildeshausen Bahnhof-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3341046,,
3341047,16387488,226,Bremen Hbf-to-Wildeshausen Bahnhof,,3,https://www.openstreetmap.org/relation/3341047,,
3342527,16387488,227,Wildeshausen Bahnhof-to-Huchting,,3,https://www.openstreetmap.org/relation/3342527,,
3342528,16387488,227,Huchting-to-Wildeshausen Bahnhof,,3,https://www.openstreetmap.org/relation/3342528,,
3344026,-1,101,Bremen Hbf-to-Bassum,,3,https://www.openstreetmap.org/relation/3344026,,
3344027,-1,101,Bassum-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3344027,,
3344028,-1,102,Syke-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3344028,,
3344029,-1,102,Bremen Hbf-to-Syke,,3,https://www.openstreetmap.org/relation/3344029,,
3344030,16387488,120,Kirchweyhe-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3344030,,
3344031,16387488,120,Bremen Hbf-to-Kirchweyhe,,3,https://www.openstreetmap.org/relation/3344031,,
3344032,65199999,121,Kirchweyhe-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3344032,,
3344033,16387488,121,Bremen Hbf-to-Kirchweyhe,,3,https://www.openstreetmap.org/relation/3344033,,
3350552,-1,150,Hoya-to-Bremen Hbf,,3,https://www.openstreetmap.org/relation/3350552,,
3350553,-1,150,Bremen Hbf-to-Hoya,,3,https://www.openstreetmap.org/relation/3350553,,
3355048,67107911,27,Bremen Hbf-to-Findorff,,3,https://www.openstreetmap.org/relation/3355048,,
3363656,67107911,29,Neue Vahr Nord-to-Kattenturm-Mitte,,3,https://www.openstreetmap.org/relation/3363656,,
3363657,67107911,29,Neue Vahr Nord-to-Kattenturm-Mitte,,3,https://www.openstreetmap.org/relation/3363657,,
3372277,31030046,RS2,Twistringen-to-Bremerhaven-Lehe,,0,https://www.openstreetmap.org/relation/3372277,,
3466463,96359000,680,Bremen Gröpelingen-to-Neuenkrug(Hambergen),,3,https://www.openstreetmap.org/relation/3466463,,
3466466,10770189,680,OSM Route No. 3466466,,3,https://www.openstreetmap.org/relation/3466466,,
3491647,-1,,OSM Route No. 3491647,,2,https://www.openstreetmap.org/relation/3491647,,
3570134,49624408,,OSM Route No. 3570134,,2,https://www.openstreetmap.org/relation/3570134,,
3570135,74477169,,OSM Route No. 3570135,,2,https://www.openstreetmap.org/relation/3570135,,
3615963,-1,,OSM Route No. 3615963,,2,https://www.openstreetmap.org/relation/3615963,,
3620182,96359000,644,Beckedorf-to-Hagen,,3,https://www.openstreetmap.org/relation/3620182,,
3933216,16387488,670,Bremen-to-Worpswede,,3,https://www.openstreetmap.org/relation/3933216,,
4246211,67107911,25,OSM Route No. 4246211,,3,https://www.openstreetmap.org/relation/4246211,,
4593209,77749294,654,Bahnhof Lesum-to-Werschenrege Schule,,3,https://www.openstreetmap.org/relation/4593209,,
5175960,-1,568,OSM Route No. 5175960,,3,https://www.openstreetmap.org/relation/5175960,,
5175961,67234159,517,OSM Route No. 5175961,,3,https://www.openstreetmap.org/relation/5175961,,
5175962,67234159,ML,OSM Route No. 5175962,,3,https://www.openstreetmap.org/relation/5175962,,
5175963,67234159,NL,OSM Route No. 5175963,,3,https://www.openstreetmap.org/relation/5175963,,
5257966,-1,568,OSM Route No. 5257966,,3,https://www.openstreetmap.org/relation/5257966,,
5296263,-1,516,OSM Route No. 5296263,,3,https://www.openstreetmap.org/relation/5296263,,
5296264,-1,530,OSM Route No. 5296264,,3,https://www.openstreetmap.org/relation/5296264,,
5296265,-1,530,OSM Route No. 5296265,,3,https://www.openstreetmap.org/relation/5296265,,
5296266,-1,531,OSM Route No. 5296266,,3,https://www.openstreetmap.org/relation/5296266,,
5296267,-1,531,OSM Route No. 5296267,,3,https://www.openstreetmap.org/relation/5296267,,
5296268,-1,579,OSM Route No. 5296268,,3,https://www.openstreetmap.org/relation/5296268,,
5296269,-1,579,OSM Route No. 5296269,,3,https://www.openstreetmap.org/relation/5296269,,
5296415,67234159,ML,OSM Route No. 5296415,,3,https://www.openstreetmap.org/relation/5296415,,
5296416,67234159,NL,OSM Route No. 5296416,,3,https://www.openstreetmap.org/relation/5296416,,
5296417,67234159,NL,OSM Route No. 5296417,,3,https://www.openstreetmap.org/relation/5296417,,
5296418,67234159,ML,OSM Route No. 5296418,,3,https://www.openstreetmap.org/relation/5296418,,
5296438,67234159,530,OSM Route No. 5296438,,3,https://www.openstreetmap.org/relation/5296438,,
5296439,67234159,531,OSM Route No. 5296439,,3,https://www.openstreetmap.org/relation/5296439,,
5296440,67234159,579,OSM Route No. 5296440,,3,https://www.openstreetmap.org/relation/5296440,,
5311792,-1,568,OSM Route No. 5311792,,3,https://www.openstreetmap.org/relation/5311792,,
5346093,67234159,512,Rotersand-to-Überseering,,3,https://www.openstreetmap.org/relation/5346093,,
5754039,83874202,N844,Kopenhagen Ingerslevsgade-to-Rotterdam Centraal,,3,https://www.openstreetmap.org/relation/5754039,,
5754040,83874202,N844,Rotterdam Centraal-to-Kopenhagen Ingerslevsgade,,3,https://www.openstreetmap.org/relation/5754040,,
5754318,83874202,075,Amsterdam Sloterdijk-to-Kiel Interims-ZOB,,3,https://www.openstreetmap.org/relation/5754318,,
5754319,83874202,075,Kiel Interims-ZOB-to-Amsterdam Sloterdijk,,3,https://www.openstreetmap.org/relation/5754319,,
5755239,83874202,175,Rotterdam Centraal-to-Hannover ZOB,,3,https://www.openstreetmap.org/relation/5755239,,
5755240,83874202,175,Hannover ZOB-to-Rotterdam Centraal,,3,https://www.openstreetmap.org/relation/5755240,,
5903642,14008684,440,Bremerhaven Hauptbahnhof-to-Oldenburg ZOB,,3,https://www.openstreetmap.org/relation/5903642,,
5904913,14008684,440,Oldenburg ZOB-to-Bremerhaven Hauptbahnhof,,3,https://www.openstreetmap.org/relation/5904913,,
6129984,96359000,642,Löhnhorst-to-Waldschule,,3,https://www.openstreetmap.org/relation/6129984,,
6152327,67107911,4,Arsten-to-Borgfeld,,0,https://www.openstreetmap.org/relation/6152327,,
6152328,67107911,4,Borgfeld-to-Arsten,,0,https://www.openstreetmap.org/relation/6152328,,
6183796,67107911,24,Rablinghausen - Lankenauer Höft-to-Neue Vahr-Nord,,3,https://www.openstreetmap.org/relation/6183796,,
6183797,67107911,24,Neue Vahr Nord-to-Rablinghausen - Lankenauer Höft,,3,https://www.openstreetmap.org/relation/6183797,,
6250195,67107911,4S,Kirchbachstraße-to-Falkenberg,,0,https://www.openstreetmap.org/relation/6250195,,
6251915,67107911,1E,Domsheide-to-Westerstraße,,0,https://www.openstreetmap.org/relation/6251915,,
6251916,67107911,6,Flughafen-Süd-to-Bürgerpark,,0,https://www.openstreetmap.org/relation/6251916,,
6251917,67107911,6,Flughafen-Süd-to-Riensberg,,0,https://www.openstreetmap.org/relation/6251917,,
6251918,67107911,6,Westerstraße-to-Universität-Nord,,0,https://www.openstreetmap.org/relation/6251918,,
6251919,67107911,6E,Bürgerpark-to-BSAG-Zentrum,,0,https://www.openstreetmap.org/relation/6251919,,
6251920,67107911,6E,Universität-Nord-to-BSAG-Zentrum,,0,https://www.openstreetmap.org/relation/6251920,,
6251921,67107911,6E,Universität-Nord-to-Domsheide,,0,https://www.openstreetmap.org/relation/6251921,,
6253014,67107911,1E,Falkenberg-to-Kurt-Huber-Straße,,0,https://www.openstreetmap.org/relation/6253014,,
6559182,67107911,98,Hammersbeck-to-Vegesack,,3,https://www.openstreetmap.org/relation/6559182,,
6559183,67107911,98,Vegesack-to-Hammersbeck,,3,https://www.openstreetmap.org/relation/6559183,,
6560472,96359000,677,Uthlede-to-Vegesack,,3,https://www.openstreetmap.org/relation/6560472,,
6561908,96359000,677,Vegesack-to-Uthlede,,3,https://www.openstreetmap.org/relation/6561908,,
6561911,96359000,677,Uthlede-to-Vegesack,,3,https://www.openstreetmap.org/relation/6561911,,
6622692,67107911,94,Bockhorn-to-Marßel,,3,https://www.openstreetmap.org/relation/6622692,,
