trip_id,start_time,end_time,headway_secs
10.406459,04:30:00,08:30:00,1200
10.406459,08:30:00,20:30:00,1800
10.406459,20:30:00,25:30:00,2800
20.406459,04:30:00,08:30:00,1200
20.406459,08:30:00,20:30:00,1800
20.406459,20:30:00,25:30:00,2800
30.406459,04:30:00,08:30:00,1200
30.406459,08:30:00,20:30:00,1800
30.406459,20:30:00,25:30:00,2800
11.406459,04:30:00,08:30:00,1200
11.406459,08:30:00,20:30:00,1800
11.406459,20:30:00,25:30:00,2800
21.406459,04:30:00,08:30:00,1200
21.406459,08:30:00,20:30:00,1800
21.406459,20:30:00,25:30:00,2800
31.406459,04:30:00,08:30:00,1200
31.406459,08:30:00,20:30:00,1800
31.406459,20:30:00,25:30:00,2800
10.416496,04:30:00,08:30:00,1200
10.416496,08:30:00,20:30:00,1800
10.416496,20:30:00,25:30:00,2800
20.416496,04:30:00,08:30:00,1200
20.416496,08:30:00,20:30:00,1800
20.416496,20:30:00,25:30:00,2800
30.416496,04:30:00,08:30:00,1200
30.416496,08:30:00,20:30:00,1800
30.416496,20:30:00,25:30:00,2800
11.416496,04:30:00,08:30:00,1200
11.416496,08:30:00,20:30:00,1800
11.416496,20:30:00,25:30:00,2800
21.416496,04:30:00,08:30:00,1200
21.416496,08:30:00,20:30:00,1800
21.416496,20:30:00,25:30:00,2800
31.416496,04:30:00,08:30:00,1200
31.416496,08:30:00,20:30:00,1800
31.416496,20:30:00,25:30:00,2800
10.418074,04:30:00,08:30:00,1200
10.418074,08:30:00,20:30:00,1800
10.418074,20:30:00,25:30:00,2800
20.418074,04:30:00,08:30:00,1200
20.418074,08:30:00,20:30:00,1800
20.418074,20:30:00,25:30:00,2800
30.418074,04:30:00,08:30:00,1200
30.418074,08:30:00,20:30:00,1800
30.418074,20:30:00,25:30:00,2800
11.418074,04:30:00,08:30:00,1200
11.418074,08:30:00,20:30:00,1800
11.418074,20:30:00,25:30:00,2800
21.418074,04:30:00,08:30:00,1200
21.418074,08:30:00,20:30:00,1800
21.418074,20:30:00,25:30:00,2800
31.418074,04:30:00,08:30:00,1200
31.418074,08:30:00,20:30:00,1800
31.418074,20:30:00,25:30:00,2800
10.450843,04:30:00,08:30:00,1200
10.450843,08:30:00,20:30:00,1800
10.450843,20:30:00,25:30:00,2800
20.450843,04:30:00,08:30:00,1200
20.450843,08:30:00,20:30:00,1800
20.450843,20:30:00,25:30:00,2800
30.450843,04:30:00,08:30:00,1200
30.450843,08:30:00,20:30:00,1800
30.450843,20:30:00,25:30:00,2800
11.450843,04:30:00,08:30:00,1200
11.450843,08:30:00,20:30:00,1800
11.450843,20:30:00,25:30:00,2800
21.450843,04:30:00,08:30:00,1200
21.450843,08:30:00,20:30:00,1800
21.450843,20:30:00,25:30:00,2800
31.450843,04:30:00,08:30:00,1200
31.450843,08:30:00,20:30:00,1800
31.450843,20:30:00,25:30:00,2800
10.450854,04:30:00,08:30:00,1200
10.450854,08:30:00,20:30:00,1800
10.450854,20:30:00,25:30:00,2800
20.450854,04:30:00,08:30:00,1200
20.450854,08:30:00,20:30:00,1800
20.450854,20:30:00,25:30:00,2800
30.450854,04:30:00,08:30:00,1200
30.450854,08:30:00,20:30:00,1800
30.450854,20:30:00,25:30:00,2800
11.450854,04:30:00,08:30:00,1200
11.450854,08:30:00,20:30:00,1800
11.450854,20:30:00,25:30:00,2800
21.450854,04:30:00,08:30:00,1200
21.450854,08:30:00,20:30:00,1800
21.450854,20:30:00,25:30:00,2800
31.450854,04:30:00,08:30:00,1200
31.450854,08:30:00,20:30:00,1800
31.450854,20:30:00,25:30:00,2800
10.450872,04:30:00,08:30:00,1200
10.450872,08:30:00,20:30:00,1800
10.450872,20:30:00,25:30:00,2800
20.450872,04:30:00,08:30:00,1200
20.450872,08:30:00,20:30:00,1800
20.450872,20:30:00,25:30:00,2800
30.450872,04:30:00,08:30:00,1200
30.450872,08:30:00,20:30:00,1800
30.450872,20:30:00,25:30:00,2800
11.450872,04:30:00,08:30:00,1200
11.450872,08:30:00,20:30:00,1800
11.450872,20:30:00,25:30:00,2800
21.450872,04:30:00,08:30:00,1200
21.450872,08:30:00,20:30:00,1800
21.450872,20:30:00,25:30:00,2800
31.450872,04:30:00,08:30:00,1200
31.450872,08:30:00,20:30:00,1800
31.450872,20:30:00,25:30:00,2800
10.538221,04:30:00,08:30:00,1200
10.538221,08:30:00,20:30:00,1800
10.538221,20:30:00,25:30:00,2800
20.538221,04:30:00,08:30:00,1200
20.538221,08:30:00,20:30:00,1800
20.538221,20:30:00,25:30:00,2800
30.538221,04:30:00,08:30:00,1200
30.538221,08:30:00,20:30:00,1800
30.538221,20:30:00,25:30:00,2800
11.538221,04:30:00,08:30:00,1200
11.538221,08:30:00,20:30:00,1800
11.538221,20:30:00,25:30:00,2800
21.538221,04:30:00,08:30:00,1200
21.538221,08:30:00,20:30:00,1800
21.538221,20:30:00,25:30:00,2800
31.538221,04:30:00,08:30:00,1200
31.538221,08:30:00,20:30:00,1800
31.538221,20:30:00,25:30:00,2800
10.538255,04:30:00,08:30:00,1200
10.538255,08:30:00,20:30:00,1800
10.538255,20:30:00,25:30:00,2800
20.538255,04:30:00,08:30:00,1200
20.538255,08:30:00,20:30:00,1800
20.538255,20:30:00,25:30:00,2800
30.538255,04:30:00,08:30:00,1200
30.538255,08:30:00,20:30:00,1800
30.538255,20:30:00,25:30:00,2800
11.538255,04:30:00,08:30:00,1200
11.538255,08:30:00,20:30:00,1800
11.538255,20:30:00,25:30:00,2800
21.538255,04:30:00,08:30:00,1200
21.538255,08:30:00,20:30:00,1800
21.538255,20:30:00,25:30:00,2800
31.538255,04:30:00,08:30:00,1200
31.538255,08:30:00,20:30:00,1800
31.538255,20:30:00,25:30:00,2800
10.721798,04:30:00,08:30:00,1200
10.721798,08:30:00,20:30:00,1800
10.721798,20:30:00,25:30:00,2800
20.721798,04:30:00,08:30:00,1200
20.721798,08:30:00,20:30:00,1800
20.721798,20:30:00,25:30:00,2800
30.721798,04:30:00,08:30:00,1200
30.721798,08:30:00,20:30:00,1800
30.721798,20:30:00,25:30:00,2800
11.721798,04:30:00,08:30:00,1200
11.721798,08:30:00,20:30:00,1800
11.721798,20:30:00,25:30:00,2800
21.721798,04:30:00,08:30:00,1200
21.721798,08:30:00,20:30:00,1800
21.721798,20:30:00,25:30:00,2800
31.721798,04:30:00,08:30:00,1200
31.721798,08:30:00,20:30:00,1800
31.721798,20:30:00,25:30:00,2800
10.812457,04:30:00,08:30:00,1200
10.812457,08:30:00,20:30:00,1800
10.812457,20:30:00,25:30:00,2800
20.812457,04:30:00,08:30:00,1200
20.812457,08:30:00,20:30:00,1800
20.812457,20:30:00,25:30:00,2800
30.812457,04:30:00,08:30:00,1200
30.812457,08:30:00,20:30:00,1800
30.812457,20:30:00,25:30:00,2800
11.812457,04:30:00,08:30:00,1200
11.812457,08:30:00,20:30:00,1800
11.812457,20:30:00,25:30:00,2800
21.812457,04:30:00,08:30:00,1200
21.812457,08:30:00,20:30:00,1800
21.812457,20:30:00,25:30:00,2800
31.812457,04:30:00,08:30:00,1200
31.812457,08:30:00,20:30:00,1800
31.812457,20:30:00,25:30:00,2800
10.910005,04:30:00,08:30:00,1200
10.910005,08:30:00,20:30:00,1800
10.910005,20:30:00,25:30:00,2800
20.910005,04:30:00,08:30:00,1200
20.910005,08:30:00,20:30:00,1800
20.910005,20:30:00,25:30:00,2800
30.910005,04:30:00,08:30:00,1200
30.910005,08:30:00,20:30:00,1800
30.910005,20:30:00,25:30:00,2800
11.910005,04:30:00,08:30:00,1200
11.910005,08:30:00,20:30:00,1800
11.910005,20:30:00,25:30:00,2800
21.910005,04:30:00,08:30:00,1200
21.910005,08:30:00,20:30:00,1800
21.910005,20:30:00,25:30:00,2800
31.910005,04:30:00,08:30:00,1200
31.910005,08:30:00,20:30:00,1800
31.910005,20:30:00,25:30:00,2800
10.910012,04:30:00,08:30:00,1200
10.910012,08:30:00,20:30:00,1800
10.910012,20:30:00,25:30:00,2800
20.910012,04:30:00,08:30:00,1200
20.910012,08:30:00,20:30:00,1800
20.910012,20:30:00,25:30:00,2800
30.910012,04:30:00,08:30:00,1200
30.910012,08:30:00,20:30:00,1800
30.910012,20:30:00,25:30:00,2800
11.910012,04:30:00,08:30:00,1200
11.910012,08:30:00,20:30:00,1800
11.910012,20:30:00,25:30:00,2800
21.910012,04:30:00,08:30:00,1200
21.910012,08:30:00,20:30:00,1800
21.910012,20:30:00,25:30:00,2800
31.910012,04:30:00,08:30:00,1200
31.910012,08:30:00,20:30:00,1800
31.910012,20:30:00,25:30:00,2800
10.911939,04:30:00,08:30:00,1200
10.911939,08:30:00,20:30:00,1800
10.911939,20:30:00,25:30:00,2800
20.911939,04:30:00,08:30:00,1200
20.911939,08:30:00,20:30:00,1800
20.911939,20:30:00,25:30:00,2800
30.911939,04:30:00,08:30:00,1200
30.911939,08:30:00,20:30:00,1800
30.911939,20:30:00,25:30:00,2800
11.911939,04:30:00,08:30:00,1200
11.911939,08:30:00,20:30:00,1800
11.911939,20:30:00,25:30:00,2800
21.911939,04:30:00,08:30:00,1200
21.911939,08:30:00,20:30:00,1800
21.911939,20:30:00,25:30:00,2800
31.911939,04:30:00,08:30:00,1200
31.911939,08:30:00,20:30:00,1800
31.911939,20:30:00,25:30:00,2800
10.920473,04:30:00,08:30:00,1200
10.920473,08:30:00,20:30:00,1800
10.920473,20:30:00,25:30:00,2800
20.920473,04:30:00,08:30:00,1200
20.920473,08:30:00,20:30:00,1800
20.920473,20:30:00,25:30:00,2800
30.920473,04:30:00,08:30:00,1200
30.920473,08:30:00,20:30:00,1800
30.920473,20:30:00,25:30:00,2800
11.920473,04:30:00,08:30:00,1200
11.920473,08:30:00,20:30:00,1800
11.920473,20:30:00,25:30:00,2800
21.920473,04:30:00,08:30:00,1200
21.920473,08:30:00,20:30:00,1800
21.920473,20:30:00,25:30:00,2800
31.920473,04:30:00,08:30:00,1200
31.920473,08:30:00,20:30:00,1800
31.920473,20:30:00,25:30:00,2800
10.940080,04:30:00,08:30:00,1200
10.940080,08:30:00,20:30:00,1800
10.940080,20:30:00,25:30:00,2800
20.940080,04:30:00,08:30:00,1200
20.940080,08:30:00,20:30:00,1800
20.940080,20:30:00,25:30:00,2800
30.940080,04:30:00,08:30:00,1200
30.940080,08:30:00,20:30:00,1800
30.940080,20:30:00,25:30:00,2800
11.940080,04:30:00,08:30:00,1200
11.940080,08:30:00,20:30:00,1800
11.940080,20:30:00,25:30:00,2800
21.940080,04:30:00,08:30:00,1200
21.940080,08:30:00,20:30:00,1800
21.940080,20:30:00,25:30:00,2800
31.940080,04:30:00,08:30:00,1200
31.940080,08:30:00,20:30:00,1800
31.940080,20:30:00,25:30:00,2800
10.940082,04:30:00,08:30:00,1200
10.940082,08:30:00,20:30:00,1800
10.940082,20:30:00,25:30:00,2800
20.940082,04:30:00,08:30:00,1200
20.940082,08:30:00,20:30:00,1800
20.940082,20:30:00,25:30:00,2800
30.940082,04:30:00,08:30:00,1200
30.940082,08:30:00,20:30:00,1800
30.940082,20:30:00,25:30:00,2800
11.940082,04:30:00,08:30:00,1200
11.940082,08:30:00,20:30:00,1800
11.940082,20:30:00,25:30:00,2800
21.940082,04:30:00,08:30:00,1200
21.940082,08:30:00,20:30:00,1800
21.940082,20:30:00,25:30:00,2800
31.940082,04:30:00,08:30:00,1200
31.940082,08:30:00,20:30:00,1800
31.940082,20:30:00,25:30:00,2800
10.942855,04:30:00,08:30:00,1200
10.942855,08:30:00,20:30:00,1800
10.942855,20:30:00,25:30:00,2800
20.942855,04:30:00,08:30:00,1200
20.942855,08:30:00,20:30:00,1800
20.942855,20:30:00,25:30:00,2800
30.942855,04:30:00,08:30:00,1200
30.942855,08:30:00,20:30:00,1800
30.942855,20:30:00,25:30:00,2800
11.942855,04:30:00,08:30:00,1200
11.942855,08:30:00,20:30:00,1800
11.942855,20:30:00,25:30:00,2800
21.942855,04:30:00,08:30:00,1200
21.942855,08:30:00,20:30:00,1800
21.942855,20:30:00,25:30:00,2800
31.942855,04:30:00,08:30:00,1200
31.942855,08:30:00,20:30:00,1800
31.942855,20:30:00,25:30:00,2800
10.1108389,04:30:00,08:30:00,1200
10.1108389,08:30:00,20:30:00,1800
10.1108389,20:30:00,25:30:00,2800
20.1108389,04:30:00,08:30:00,1200
20.1108389,08:30:00,20:30:00,1800
20.1108389,20:30:00,25:30:00,2800
30.1108389,04:30:00,08:30:00,1200
30.1108389,08:30:00,20:30:00,1800
30.1108389,20:30:00,25:30:00,2800
11.1108389,04:30:00,08:30:00,1200
11.1108389,08:30:00,20:30:00,1800
11.1108389,20:30:00,25:30:00,2800
21.1108389,04:30:00,08:30:00,1200
21.1108389,08:30:00,20:30:00,1800
21.1108389,20:30:00,25:30:00,2800
31.1108389,04:30:00,08:30:00,1200
31.1108389,08:30:00,20:30:00,1800
31.1108389,20:30:00,25:30:00,2800
10.1108397,04:30:00,08:30:00,1200
10.1108397,08:30:00,20:30:00,1800
10.1108397,20:30:00,25:30:00,2800
20.1108397,04:30:00,08:30:00,1200
20.1108397,08:30:00,20:30:00,1800
20.1108397,20:30:00,25:30:00,2800
30.1108397,04:30:00,08:30:00,1200
30.1108397,08:30:00,20:30:00,1800
30.1108397,20:30:00,25:30:00,2800
11.1108397,04:30:00,08:30:00,1200
11.1108397,08:30:00,20:30:00,1800
11.1108397,20:30:00,25:30:00,2800
21.1108397,04:30:00,08:30:00,1200
21.1108397,08:30:00,20:30:00,1800
21.1108397,20:30:00,25:30:00,2800
31.1108397,04:30:00,08:30:00,1200
31.1108397,08:30:00,20:30:00,1800
31.1108397,20:30:00,25:30:00,2800
10.1111898,04:30:00,08:30:00,1200
10.1111898,08:30:00,20:30:00,1800
10.1111898,20:30:00,25:30:00,2800
20.1111898,04:30:00,08:30:00,1200
20.1111898,08:30:00,20:30:00,1800
20.1111898,20:30:00,25:30:00,2800
30.1111898,04:30:00,08:30:00,1200
30.1111898,08:30:00,20:30:00,1800
30.1111898,20:30:00,25:30:00,2800
11.1111898,04:30:00,08:30:00,1200
11.1111898,08:30:00,20:30:00,1800
11.1111898,20:30:00,25:30:00,2800
21.1111898,04:30:00,08:30:00,1200
21.1111898,08:30:00,20:30:00,1800
21.1111898,20:30:00,25:30:00,2800
31.1111898,04:30:00,08:30:00,1200
31.1111898,08:30:00,20:30:00,1800
31.1111898,20:30:00,25:30:00,2800
10.1111899,04:30:00,08:30:00,1200
10.1111899,08:30:00,20:30:00,1800
10.1111899,20:30:00,25:30:00,2800
20.1111899,04:30:00,08:30:00,1200
20.1111899,08:30:00,20:30:00,1800
20.1111899,20:30:00,25:30:00,2800
30.1111899,04:30:00,08:30:00,1200
30.1111899,08:30:00,20:30:00,1800
30.1111899,20:30:00,25:30:00,2800
11.1111899,04:30:00,08:30:00,1200
11.1111899,08:30:00,20:30:00,1800
11.1111899,20:30:00,25:30:00,2800
21.1111899,04:30:00,08:30:00,1200
21.1111899,08:30:00,20:30:00,1800
21.1111899,20:30:00,25:30:00,2800
31.1111899,04:30:00,08:30:00,1200
31.1111899,08:30:00,20:30:00,1800
31.1111899,20:30:00,25:30:00,2800
10.1139510,04:30:00,08:30:00,1200
10.1139510,08:30:00,20:30:00,1800
10.1139510,20:30:00,25:30:00,2800
20.1139510,04:30:00,08:30:00,1200
20.1139510,08:30:00,20:30:00,1800
20.1139510,20:30:00,25:30:00,2800
30.1139510,04:30:00,08:30:00,1200
30.1139510,08:30:00,20:30:00,1800
30.1139510,20:30:00,25:30:00,2800
11.1139510,04:30:00,08:30:00,1200
11.1139510,08:30:00,20:30:00,1800
11.1139510,20:30:00,25:30:00,2800
21.1139510,04:30:00,08:30:00,1200
21.1139510,08:30:00,20:30:00,1800
21.1139510,20:30:00,25:30:00,2800
31.1139510,04:30:00,08:30:00,1200
31.1139510,08:30:00,20:30:00,1800
31.1139510,20:30:00,25:30:00,2800
10.1204988,04:30:00,08:30:00,1200
10.1204988,08:30:00,20:30:00,1800
10.1204988,20:30:00,25:30:00,2800
20.1204988,04:30:00,08:30:00,1200
20.1204988,08:30:00,20:30:00,1800
20.1204988,20:30:00,25:30:00,2800
30.1204988,04:30:00,08:30:00,1200
30.1204988,08:30:00,20:30:00,1800
30.1204988,20:30:00,25:30:00,2800
11.1204988,04:30:00,08:30:00,1200
11.1204988,08:30:00,20:30:00,1800
11.1204988,20:30:00,25:30:00,2800
21.1204988,04:30:00,08:30:00,1200
21.1204988,08:30:00,20:30:00,1800
21.1204988,20:30:00,25:30:00,2800
31.1204988,04:30:00,08:30:00,1200
31.1204988,08:30:00,20:30:00,1800
31.1204988,20:30:00,25:30:00,2800
10.1204991,04:30:00,08:30:00,1200
10.1204991,08:30:00,20:30:00,1800
10.1204991,20:30:00,25:30:00,2800
20.1204991,04:30:00,08:30:00,1200
20.1204991,08:30:00,20:30:00,1800
20.1204991,20:30:00,25:30:00,2800
30.1204991,04:30:00,08:30:00,1200
30.1204991,08:30:00,20:30:00,1800
30.1204991,20:30:00,25:30:00,2800
11.1204991,04:30:00,08:30:00,1200
11.1204991,08:30:00,20:30:00,1800
11.1204991,20:30:00,25:30:00,2800
21.1204991,04:30:00,08:30:00,1200
21.1204991,08:30:00,20:30:00,1800
21.1204991,20:30:00,25:30:00,2800
31.1204991,04:30:00,08:30:00,1200
31.1204991,08:30:00,20:30:00,1800
31.1204991,20:30:00,25:30:00,2800
10.1205315,04:30:00,08:30:00,1200
10.1205315,08:30:00,20:30:00,1800
10.1205315,20:30:00,25:30:00,2800
20.1205315,04:30:00,08:30:00,1200
20.1205315,08:30:00,20:30:00,1800
20.1205315,20:30:00,25:30:00,2800
30.1205315,04:30:00,08:30:00,1200
30.1205315,08:30:00,20:30:00,1800
30.1205315,20:30:00,25:30:00,2800
11.1205315,04:30:00,08:30:00,1200
11.1205315,08:30:00,20:30:00,1800
11.1205315,20:30:00,25:30:00,2800
21.1205315,04:30:00,08:30:00,1200
21.1205315,08:30:00,20:30:00,1800
21.1205315,20:30:00,25:30:00,2800
31.1205315,04:30:00,08:30:00,1200
31.1205315,08:30:00,20:30:00,1800
31.1205315,20:30:00,25:30:00,2800
10.1376296,04:30:00,08:30:00,1200
10.1376296,08:30:00,20:30:00,1800
10.1376296,20:30:00,25:30:00,2800
20.1376296,04:30:00,08:30:00,1200
20.1376296,08:30:00,20:30:00,1800
20.1376296,20:30:00,25:30:00,2800
30.1376296,04:30:00,08:30:00,1200
30.1376296,08:30:00,20:30:00,1800
30.1376296,20:30:00,25:30:00,2800
11.1376296,04:30:00,08:30:00,1200
11.1376296,08:30:00,20:30:00,1800
11.1376296,20:30:00,25:30:00,2800
21.1376296,04:30:00,08:30:00,1200
21.1376296,08:30:00,20:30:00,1800
21.1376296,20:30:00,25:30:00,2800
31.1376296,04:30:00,08:30:00,1200
31.1376296,08:30:00,20:30:00,1800
31.1376296,20:30:00,25:30:00,2800
10.1711128,04:30:00,08:30:00,1200
10.1711128,08:30:00,20:30:00,1800
10.1711128,20:30:00,25:30:00,2800
20.1711128,04:30:00,08:30:00,1200
20.1711128,08:30:00,20:30:00,1800
20.1711128,20:30:00,25:30:00,2800
30.1711128,04:30:00,08:30:00,1200
30.1711128,08:30:00,20:30:00,1800
30.1711128,20:30:00,25:30:00,2800
11.1711128,04:30:00,08:30:00,1200
11.1711128,08:30:00,20:30:00,1800
11.1711128,20:30:00,25:30:00,2800
21.1711128,04:30:00,08:30:00,1200
21.1711128,08:30:00,20:30:00,1800
21.1711128,20:30:00,25:30:00,2800
31.1711128,04:30:00,08:30:00,1200
31.1711128,08:30:00,20:30:00,1800
31.1711128,20:30:00,25:30:00,2800
10.1711189,04:30:00,08:30:00,1200
10.1711189,08:30:00,20:30:00,1800
10.1711189,20:30:00,25:30:00,2800
20.1711189,04:30:00,08:30:00,1200
20.1711189,08:30:00,20:30:00,1800
20.1711189,20:30:00,25:30:00,2800
30.1711189,04:30:00,08:30:00,1200
30.1711189,08:30:00,20:30:00,1800
30.1711189,20:30:00,25:30:00,2800
11.1711189,04:30:00,08:30:00,1200
11.1711189,08:30:00,20:30:00,1800
11.1711189,20:30:00,25:30:00,2800
21.1711189,04:30:00,08:30:00,1200
21.1711189,08:30:00,20:30:00,1800
21.1711189,20:30:00,25:30:00,2800
31.1711189,04:30:00,08:30:00,1200
31.1711189,08:30:00,20:30:00,1800
31.1711189,20:30:00,25:30:00,2800
10.1763922,04:30:00,08:30:00,1200
10.1763922,08:30:00,20:30:00,1800
10.1763922,20:30:00,25:30:00,2800
20.1763922,04:30:00,08:30:00,1200
20.1763922,08:30:00,20:30:00,1800
20.1763922,20:30:00,25:30:00,2800
30.1763922,04:30:00,08:30:00,1200
30.1763922,08:30:00,20:30:00,1800
30.1763922,20:30:00,25:30:00,2800
11.1763922,04:30:00,08:30:00,1200
11.1763922,08:30:00,20:30:00,1800
11.1763922,20:30:00,25:30:00,2800
21.1763922,04:30:00,08:30:00,1200
21.1763922,08:30:00,20:30:00,1800
21.1763922,20:30:00,25:30:00,2800
31.1763922,04:30:00,08:30:00,1200
31.1763922,08:30:00,20:30:00,1800
31.1763922,20:30:00,25:30:00,2800
10.2071636,04:30:00,08:30:00,1200
10.2071636,08:30:00,20:30:00,1800
10.2071636,20:30:00,25:30:00,2800
20.2071636,04:30:00,08:30:00,1200
20.2071636,08:30:00,20:30:00,1800
20.2071636,20:30:00,25:30:00,2800
30.2071636,04:30:00,08:30:00,1200
30.2071636,08:30:00,20:30:00,1800
30.2071636,20:30:00,25:30:00,2800
11.2071636,04:30:00,08:30:00,1200
11.2071636,08:30:00,20:30:00,1800
11.2071636,20:30:00,25:30:00,2800
21.2071636,04:30:00,08:30:00,1200
21.2071636,08:30:00,20:30:00,1800
21.2071636,20:30:00,25:30:00,2800
31.2071636,04:30:00,08:30:00,1200
31.2071636,08:30:00,20:30:00,1800
31.2071636,20:30:00,25:30:00,2800
10.2071708,04:30:00,08:30:00,1200
10.2071708,08:30:00,20:30:00,1800
10.2071708,20:30:00,25:30:00,2800
20.2071708,04:30:00,08:30:00,1200
20.2071708,08:30:00,20:30:00,1800
20.2071708,20:30:00,25:30:00,2800
30.2071708,04:30:00,08:30:00,1200
30.2071708,08:30:00,20:30:00,1800
30.2071708,20:30:00,25:30:00,2800
11.2071708,04:30:00,08:30:00,1200
11.2071708,08:30:00,20:30:00,1800
11.2071708,20:30:00,25:30:00,2800
21.2071708,04:30:00,08:30:00,1200
21.2071708,08:30:00,20:30:00,1800
21.2071708,20:30:00,25:30:00,2800
31.2071708,04:30:00,08:30:00,1200
31.2071708,08:30:00,20:30:00,1800
31.2071708,20:30:00,25:30:00,2800
10.2075840,04:30:00,08:30:00,1200
